year,month,Source,Target,Weight,Time Interval
2024,10,ultramaga,trumpvance2024,1,2024-10
2024,10,ultramaga,biden,1,2024-10
2024,10,ultramaga,jan6,1,2024-10
2024,10,ultramaga,trump,1,2024-10
2024,10,hunterbiden,trump2024,1,2024-10
2024,10,hunterbiden,usa,1,2024-10
2024,10,hunterbiden,trumpvance2024,1,2024-10
2024,10,hunterbiden,biden,1,2024-10
2024,10,hunterbiden,jan6,1,2024-10
2024,10,hunterbiden,trump,1,2024-10
2024,10,trump2024,usa,1,2024-10
2024,10,trump2024,trumpvance2024,1,2024-10
2024,10,trump2024,biden,1,2024-10
2024,10,trump2024,jan6,1,2024-10
2024,10,trump2024,trump,1,2024-10
2024,10,usa,trumpvance2024,1,2024-10
2024,10,usa,biden,1,2024-10
2024,10,usa,jan6,1,2024-10
2024,10,usa,trump,1,2024-10
2024,10,trumpvance2024,biden,1,2024-10
2024,10,trumpvance2024,jan6,1,2024-10
2024,10,trumpvance2024,trump,1,2024-10
2024,10,biden,jan6,1,2024-10
2024,10,biden,trump,1,2024-10
2024,10,jan6,trump,1,2024-10
